Load	Time
-33.208008	1.869000
-33.208008	1.892000
-45.661011	1.916000
-31.824341	1.939000
-29.057007	1.962000
-36.667175	1.985000
-28.365173	2.008000
-26.981506	2.031000
-26.289673	2.053000
-31.824341	2.077000
-21.446838	2.100000
-19.371338	2.124000
-32.516174	2.147000
-26.981506	2.170000
-40.126343	2.193000
-29.748840	2.216000
-35.975342	2.239000
-22.138672	2.261000
-34.591675	2.285000
-30.440674	2.308000
-31.824341	2.332000
-26.981506	2.355000
-29.748840	2.378000
-33.208008	2.401000
-33.208008	2.424000
-37.359009	2.447000
-31.824341	2.469000
-27.673340	2.493000
-42.893677	2.516000
-20.063171	2.540000
-35.283508	2.563000
-26.981506	2.586000
-31.824341	2.609000
-35.283508	2.632000
-37.359009	2.655000
-38.050842	2.677000
-35.975342	2.701000
-32.516174	2.724000
-32.516174	2.748000
-29.057007	2.771000
-26.289673	2.795000
-35.283508	2.818000
-33.899841	2.841000
-24.214172	2.864000
-31.824341	2.886000
-33.899841	2.910000
-30.440674	2.933000
-29.057007	2.957000
-40.126343	2.980000
-29.748840	3.003000
-31.132507	3.026000
-35.975342	3.049000
-25.597839	3.072000
-25.597839	3.094000
-24.214172	3.118000
-40.126343	3.141000
-31.132507	3.165000
-28.365173	3.188000
-35.975342	3.211000
-40.126343	3.234000
-24.214172	3.257000
-40.126343	3.280000
-27.673340	3.302000
-28.365173	3.326000
-29.057007	3.349000
-24.906006	3.373000
-33.899841	3.396000
-19.371338	3.420000
-26.289673	3.443000
-25.597839	3.466000
-26.981506	3.489000
-33.899841	3.511000
-31.132507	3.535000
-28.365173	3.558000
-33.899841	3.582000
-31.132507	3.605000
-28.365173	3.628000
-19.371338	3.651000
-39.434509	3.674000
-42.201843	3.697000
-33.208008	3.719000
-19.371338	3.743000
-29.057007	3.766000
-20.063171	3.790000
-33.899841	3.813000
-26.289673	3.836000
-34.591675	3.859000
-26.289673	3.882000
-29.748840	3.905000
-26.981506	3.927000
-31.824341	3.951000
-30.440674	3.974000
-28.365173	3.998000
-28.365173	4.021000
-36.667175	4.045000
-27.673340	4.068000
-41.510010	4.091000
-31.132507	4.114000
-29.748840	4.136000
-25.597839	4.160000
-17.295837	4.183000
-36.667175	4.207000
-45.661011	4.230000
-28.365173	4.253000
-13.836670	4.276000
-35.283508	4.299000
-35.283508	4.322000
-33.899841	4.344000
-28.365173	4.368000
-34.591675	4.391000
-17.987671	4.415000
-40.818176	4.438000
-31.824341	4.461000
-30.440674	4.484000
-44.277344	4.507000
-35.975342	4.530000
-29.748840	4.552000
-34.591675	4.576000
-24.906006	4.599000
-35.283508	4.623000
-26.981506	4.646000
-22.138672	4.670000
-24.906006	4.693000
-34.591675	4.716000
-33.208008	4.739000
-31.132507	4.761000
-26.289673	4.785000
-41.510010	4.808000
-29.057007	4.832000
-22.138672	4.855000
-35.975342	4.878000
-33.208008	4.901000
-30.440674	4.924000
-27.673340	4.947000
-35.975342	4.969000
-24.906006	4.993000
-29.057007	5.016000
-17.987671	5.040000
-24.214172	5.063000
-24.906006	5.086000
-32.516174	5.109000
-26.981506	5.132000
-33.899841	5.155000
-33.899841	5.177000
-27.673340	5.201000
-25.597839	5.224000
-26.981506	5.248000
-38.742676	5.271000
-27.673340	5.295000
-30.440674	5.318000
-15.912170	5.341000
-23.522339	5.364000
-22.830505	5.386000
-33.899841	5.410000
-25.597839	5.433000
-35.283508	5.457000
-24.906006	5.480000
-40.126343	5.503000
-29.748840	5.526000
-33.899841	5.549000
-48.428345	5.572000
-21.446838	5.594000
-32.516174	5.618000
-33.899841	5.641000
-34.591675	5.665000
-33.208008	5.688000
-24.906006	5.711000
-33.208008	5.734000
-29.057007	5.757000
-28.365173	5.780000
-29.057007	5.802000
-34.591675	5.826000
-35.283508	5.849000
-24.906006	5.873000
-40.126343	5.896000
-22.138672	5.920000
-35.283508	5.943000
-33.208008	5.966000
-35.283508	5.989000
-36.667175	6.011000
-30.440674	6.035000
-31.132507	6.058000
-38.742676	6.082000
-24.906006	6.105000
-43.585510	6.128000
-30.440674	6.151000
-17.295837	6.174000
-26.981506	6.197000
-31.132507	6.219000
-26.289673	6.243000
-29.057007	6.266000
-30.440674	6.290000
-31.824341	6.313000
-29.748840	6.336000
-25.597839	6.359000
-42.893677	6.382000
-29.748840	6.405000
-37.359009	6.427000
-34.591675	6.451000
-29.057007	6.474000
-22.830505	6.498000
-28.365173	6.521000
-39.434509	6.545000
-31.132507	6.568000
-33.899841	6.591000
-30.440674	6.614000
-31.824341	6.636000
-26.289673	6.660000
-22.138672	6.683000
-25.597839	6.707000
-28.365173	6.730000
-28.365173	6.753000
-35.283508	6.776000
-23.522339	6.799000
-37.359009	6.822000
-35.975342	6.844000
-27.673340	6.868000
-21.446838	6.891000
-37.359009	6.915000
-20.755005	6.938000
-26.981506	6.961000
-35.283508	6.984000
-36.667175	7.007000
-34.591675	7.030000
-33.899841	7.052000
-37.359009	7.076000
-24.214172	7.099000
-38.050842	7.123000
-27.673340	7.146000
-35.283508	7.170000
-31.824341	7.193000
-36.667175	7.216000
-26.981506	7.239000
-33.208008	7.261000
-22.830505	7.285000
-24.214172	7.308000
-35.975342	7.332000
-23.522339	7.355000
-28.365173	7.378000
-27.673340	7.401000
-28.365173	7.424000
-35.975342	7.447000
-31.824341	7.469000
-31.824341	7.493000
-35.975342	7.516000
-26.289673	7.540000
-21.446838	7.563000
-41.510010	7.586000
-29.748840	7.609000
-29.748840	7.632000
-36.667175	7.655000
-24.214172	7.677000
-31.824341	7.701000
-33.208008	7.724000
-34.591675	7.748000
-34.591675	7.771000
-26.289673	7.795000
-26.981506	7.818000
-29.748840	7.841000
-42.201843	7.864000
-33.899841	7.886000
-30.440674	7.910000
-28.365173	7.933000
-39.434509	7.957000
-33.899841	7.980000
-41.510010	8.003000
-29.748840	8.026000
-33.208008	8.049000
-26.289673	8.072000
-31.824341	8.094000
-35.283508	8.118000
-25.597839	8.141000
-33.208008	8.165000
-26.289673	8.188000
-32.516174	8.211000
-33.208008	8.234000
-18.679504	8.257000
-32.516174	8.280000
-41.510010	8.302000
-36.667175	8.326000
-29.057007	8.349000
-29.748840	8.373000
-22.830505	8.396000
-36.667175	8.420000
4.151001	8.443000
-31.824341	8.466000
-36.667175	8.489000
-32.516174	8.511000
-24.214172	8.535000
-26.981506	8.558000
-35.283508	8.582000
-33.208008	8.605000
-33.899841	8.628000
-24.906006	8.651000
-31.132507	8.674000
-20.755005	8.697000
-26.981506	8.719000
-24.214172	8.743000
-29.748840	8.766000
-34.591675	8.790000
-37.359009	8.813000
-39.434509	8.836000
-26.289673	8.859000
-24.906006	8.882000
-29.748840	8.905000
-31.132507	8.927000
-31.824341	8.951000
-33.208008	8.974000
-33.208008	8.998000
-26.289673	9.021000
-33.208008	9.045000
-32.516174	9.068000
-33.899841	9.091000
-25.597839	9.114000
-33.208008	9.136000
-29.057007	9.160000
-29.748840	9.183000
-23.522339	9.207000
-37.359009	9.230000
-33.899841	9.253000
-33.208008	9.276000
-26.981506	9.299000
-35.283508	9.322000
-35.975342	9.344000
-24.906006	9.368000
-24.906006	9.391000
-31.824341	9.415000
-33.899841	9.438000
-30.440674	9.461000
-40.818176	9.484000
-26.289673	9.507000
-35.283508	9.530000
-33.899841	9.552000
-27.673340	9.576000
-19.371338	9.599000
-24.214172	9.623000
-29.057007	9.646000
-25.597839	9.670000
-38.742676	9.693000
-34.591675	9.716000
-23.522339	9.739000
-31.132507	9.761000
-30.440674	9.785000
-31.824341	9.808000
-37.359009	9.832000
-33.208008	9.855000
-22.830505	9.878000
-33.208008	9.901000
-33.208008	9.924000
-33.208008	9.947000
-24.906006	9.969000
-33.208008	9.993000
-34.591675	10.016000
-29.057007	10.040000
-31.132507	10.063000
-31.824341	10.086000
-24.214172	10.110000
-35.283508	10.133000
-38.050842	10.156000
-15.912170	10.178000
-31.132507	10.202000
-31.824341	10.225000
-27.673340	10.249000
-21.446838	10.272000
-21.446838	10.295000
-26.981506	10.318000
-24.214172	10.341000
-38.050842	10.364000
-24.906006	10.386000
-32.516174	10.410000
-29.748840	10.433000
-30.440674	10.457000
-24.214172	10.480000
-22.138672	10.503000
-32.516174	10.526000
-24.214172	10.549000
-26.981506	10.572000
-25.597839	10.594000
-29.057007	10.618000
-28.365173	10.641000
-22.830505	10.665000
-42.201843	10.688000
-20.063171	10.711000
-30.440674	10.734000
-33.899841	10.757000
-33.899841	10.780000
-25.597839	10.802000
-44.969177	10.826000
-35.283508	10.849000
-27.673340	10.873000
-30.440674	10.896000
-39.434509	10.920000
-30.440674	10.943000
-31.824341	10.966000
-11.069336	10.989000
-33.899841	11.011000
-24.906006	11.035000
-33.208008	11.058000
-36.667175	11.082000
-33.899841	11.105000
-33.899841	11.128000
-19.371338	11.151000
-31.824341	11.174000
-26.981506	11.197000
-26.289673	11.219000
-27.673340	11.243000
-29.057007	11.266000
-23.522339	11.290000
-21.446838	11.313000
-35.283508	11.336000
-24.214172	11.359000
-26.981506	11.382000
-37.359009	11.405000
-31.132507	11.427000
-29.748840	11.451000
-28.365173	11.474000
-30.440674	11.498000
-41.510010	11.521000
-34.591675	11.545000
-33.899841	11.568000
-29.748840	11.591000
-24.906006	11.614000
-30.440674	11.636000
-39.434509	11.660000
-24.906006	11.683000
-29.748840	11.707000
-33.208008	11.730000
-27.673340	11.753000
-26.981506	11.776000
-24.906006	11.799000
-21.446838	11.822000
-34.591675	11.844000
-31.132507	11.868000
-31.824341	11.891000
-33.208008	11.915000
-31.824341	11.938000
-29.748840	11.961000
-22.138672	11.984000
-37.359009	12.007000
-22.138672	12.030000
-33.899841	12.052000
-29.057007	12.076000
-28.365173	12.099000
-24.906006	12.123000
-33.899841	12.146000
-41.510010	12.170000
-37.359009	12.193000
-25.597839	12.216000
-40.126343	12.239000
-26.289673	12.261000
-30.440674	12.285000
-35.283508	12.308000
-31.824341	12.332000
-22.830505	12.355000
-33.208008	12.378000
-31.132507	12.401000
-34.591675	12.424000
-29.748840	12.447000
-24.906006	12.469000
-31.824341	12.493000
-26.289673	12.516000
-37.359009	12.540000
-31.824341	12.563000
-36.667175	12.586000
-26.289673	12.609000
-28.365173	12.632000
-26.981506	12.655000
-35.283508	12.677000
-30.440674	12.701000
-27.673340	12.724000
-22.138672	12.748000
-28.365173	12.771000
-23.522339	12.795000
-26.289673	12.818000
-35.975342	12.841000
-20.755005	12.864000
-26.981506	12.886000
-34.591675	12.910000
-34.591675	12.933000
-23.522339	12.957000
-29.748840	12.980000
-42.201843	13.003000
