Load	Time	
-25.597839	0.000000
-26.289673	0.023000
-40.126343	0.046000
-31.824341	0.069000
-31.824341	0.092000
-35.283508	0.116000
-38.050842	0.139000
-22.138672	0.163000
-22.830505	0.186000
-29.057007	0.210000
-29.748840	0.233000
-47.736511	0.256000
-27.673340	0.279000
-32.516174	0.301000
-27.673340	0.325000
-35.283508	0.348000
-31.132507	0.372000
-33.208008	0.395000
-33.899841	0.419000
-31.824341	0.442000
-26.289673	0.465000
-42.201843	0.488000
-30.440674	0.510000
-31.824341	0.534000
-24.214172	0.557000
-46.352844	0.581000
-46.352844	0.604000
-28.365173	0.627000
-36.667175	0.650000
-29.748840	0.673000
-16.604004	0.696000
-28.365173	0.718000
-32.516174	0.742000
-31.132507	0.765000
-42.201843	0.789000
-40.818176	0.812000
-38.050842	0.836000
-32.516174	0.859000
-26.981506	0.882000
-24.214172	0.905000
-38.742676	0.927000
-33.208008	0.951000
-26.981506	0.974000
-27.673340	0.998000
-31.824341	1.021000
-35.283508	1.044000
-29.057007	1.067000
-33.208008	1.090000
-31.132507	1.113000
-33.899841	1.135000
-30.440674	1.159000
-33.208008	1.182000
-33.899841	1.206000
-35.975342	1.229000
-30.440674	1.252000
-27.673340	1.275000
-22.830505	1.298000
-44.969177	1.321000
-29.748840	1.343000
-35.975342	1.367000
-32.516174	1.390000
-24.906006	1.414000
-35.975342	1.437000
-13.836670	1.461000
-33.899841	1.484000
-26.981506	1.507000
-31.132507	1.530000
-30.440674	1.552000
-26.981506	1.576000
-28.365173	1.599000
-33.899841	1.623000
-22.138672	1.646000
-29.057007	1.669000
-33.899841	1.692000
-29.748840	1.715000
-34.591675	1.738000
-37.359009	1.760000
-34.591675	1.784000
-35.975342	1.807000
-37.359009	1.831000
-26.289673	1.854000
-32.516174	1.877000
-35.975342	1.900000
-27.673340	1.923000
-24.214172	1.946000
-23.522339	1.968000
-26.981506	1.992000
-27.673340	2.015000
-25.597839	2.039000
-27.673340	2.062000
-29.057007	2.086000
-35.283508	2.109000
-31.132507	2.132000
-28.365173	2.155000
-29.748840	2.177000
-30.440674	2.201000
-29.748840	2.224000
-35.975342	2.248000
-33.208008	2.271000
-29.057007	2.294000
-30.440674	2.317000
-33.208008	2.340000
-27.673340	2.363000
-33.208008	2.385000
-29.057007	2.409000
-29.057007	2.432000
-32.516174	2.456000
-43.585510	2.479000
-35.283508	2.502000
-29.748840	2.525000
-32.516174	2.548000
-43.585510	2.571000
-26.289673	2.593000
-30.440674	2.617000
-37.359009	2.640000
-27.673340	2.664000
-26.289673	2.687000
-25.597839	2.711000
-22.830505	2.734000
-26.289673	2.757000
-27.673340	2.780000
-30.440674	2.802000
-33.899841	2.826000
-29.748840	2.849000
-28.365173	2.873000
-30.440674	2.896000
-35.283508	2.919000
-27.673340	2.942000
-28.365173	2.965000
-29.057007	2.988000
-28.365173	3.010000
-33.899841	3.034000
-30.440674	3.057000
-38.050842	3.081000
-13.836670	3.104000
-24.214172	3.127000
-31.824341	3.150000
-32.516174	3.173000
-35.975342	3.196000
-26.289673	3.218000
-35.975342	3.242000
-29.748840	3.265000
-30.440674	3.289000
-19.371338	3.312000
-15.912170	3.336000
-26.981506	3.359000
-28.365173	3.382000
-33.899841	3.405000
-30.440674	3.427000
-30.440674	3.451000
-25.597839	3.474000
-29.748840	3.498000
-24.906006	3.521000
-27.673340	3.544000
-31.132507	3.567000
-37.359009	3.590000
-30.440674	3.613000
-27.673340	3.635000
-36.667175	3.659000
-31.132507	3.682000
-25.597839	3.706000
-32.516174	3.729000
-17.987671	3.752000
-33.899841	3.775000
-33.208008	3.798000
-31.132507	3.821000
-31.132507	3.843000
-34.591675	3.867000
-28.365173	3.890000
-31.824341	3.914000
-17.987671	3.937000
-21.446838	3.961000
-38.050842	3.984000
-31.132507	4.007000
-33.899841	4.030000
-26.981506	4.052000
-26.981506	4.076000
-31.132507	4.099000
-26.981506	4.123000
-31.824341	4.146000
-28.365173	4.169000
-28.365173	4.192000
-29.057007	4.215000
-32.516174	4.238000
-29.057007	4.260000
-32.516174	4.284000
-40.126343	4.307000
-29.057007	4.331000
-28.365173	4.354000
-32.516174	4.377000
-19.371338	4.400000
-26.981506	4.423000
-35.975342	4.446000
-26.981506	4.468000
-27.673340	4.492000
-23.522339	4.515000
-30.440674	4.539000
-31.132507	4.562000
-32.516174	4.586000
-26.289673	4.609000
-30.440674	4.632000
-31.132507	4.655000
-22.830505	4.677000
-27.673340	4.701000
-33.899841	4.724000
-42.893677	4.748000
-28.365173	4.771000
-30.440674	4.794000
-29.057007	4.817000
-19.371338	4.840000
-30.440674	4.863000
