Load	Time
-24.906006	0.000000
-19.371338	0.024000
-29.748840	0.047000
-21.446838	0.070000
-30.440674	0.093000
-33.208008	0.116000
-31.132507	0.140000
-33.208008	0.163000
-29.057007	0.187000
-29.748840	0.210000
-15.912170	0.234000
-30.440674	0.257000
-26.289673	0.280000
-22.138672	0.303000
-26.981506	0.325000
-31.132507	0.349000
-29.748840	0.372000
-30.440674	0.396000
-39.434509	0.419000
-24.906006	0.443000
-37.359009	0.466000
-24.214172	0.489000
-25.597839	0.512000
-39.434509	0.534000
-32.516174	0.558000
-26.289673	0.581000
-25.597839	0.605000
-25.597839	0.628000
-21.446838	0.652000
-31.132507	0.675000
-24.906006	0.698000
-30.440674	0.721000
-40.126343	0.743000
-20.755005	0.767000
-23.522339	0.790000
-26.981506	0.814000
-18.679504	0.837000
-39.434509	0.861000
-35.975342	0.884000
-30.440674	0.907000
-25.597839	0.930000
-4.151001	0.952000
-28.365173	0.976000
-31.824341	0.999000
-36.667175	1.023000
-26.289673	1.046000
-31.824341	1.069000
-39.434509	1.092000
-20.755005	1.115000
-31.824341	1.138000
-26.981506	1.160000
-15.220337	1.184000
-24.214172	1.207000
-30.440674	1.231000
-18.679504	1.254000
-23.522339	1.277000
-30.440674	1.300000
-25.597839	1.323000
-32.516174	1.346000
-28.365173	1.368000
-21.446838	1.392000
-27.673340	1.415000
-32.516174	1.439000
-28.365173	1.462000
-28.365173	1.486000
-34.591675	1.509000
-27.673340	1.532000
-31.824341	1.555000
-26.289673	1.577000
-21.446838	1.601000
-24.214172	1.624000
-24.214172	1.648000
-22.138672	1.671000
-44.277344	1.694000
-25.597839	1.717000
-38.742676	1.740000
-29.057007	1.763000
-28.365173	1.785000
-33.899841	1.809000
-33.208008	1.832000
-31.824341	1.856000
-28.365173	1.879000
-30.440674	1.902000
-30.440674	1.925000
-49.120178	1.948000
-33.208008	1.971000
-19.371338	1.993000
-23.522339	2.017000
-26.981506	2.040000
-24.214172	2.064000
-30.440674	2.087000
-40.126343	2.111000
-17.295837	2.134000
-32.516174	2.157000
-29.748840	2.180000
-21.446838	2.202000
-19.371338	2.226000
-35.283508	2.249000
-31.132507	2.273000
-25.597839	2.296000
-19.371338	2.319000
-22.138672	2.342000
-31.824341	2.365000
-26.289673	2.388000
-20.755005	2.410000
-44.277344	2.434000
-28.365173	2.457000
-27.673340	2.481000
-28.365173	2.504000
-24.906006	2.527000
-24.906006	2.550000
-30.440674	2.573000
-15.912170	2.596000
-28.365173	2.618000
-24.906006	2.642000
-14.528503	2.665000
-33.899841	2.689000
-30.440674	2.712000
-25.597839	2.736000
-25.597839	2.759000
-35.975342	2.782000
-38.742676	2.805000
-27.673340	2.827000
-18.679504	2.851000
-23.522339	2.874000
-46.352844	2.898000
-27.673340	2.921000
-36.667175	2.944000
-22.138672	2.967000
-28.365173	2.990000
-36.667175	3.013000
-43.585510	3.035000
-31.132507	3.059000
-39.434509	3.082000
-21.446838	3.106000
-24.906006	3.129000
-37.359009	3.152000
-40.126343	3.175000
-27.673340	3.198000
-33.899841	3.221000
-28.365173	3.243000
-29.748840	3.267000
-26.981506	3.290000
-22.830505	3.314000
-28.365173	3.337000
-29.748840	3.361000
-29.748840	3.384000
-15.220337	3.407000
-26.981506	3.430000
-26.289673	3.452000
-17.295837	3.476000
-29.057007	3.499000
-37.359009	3.523000
-28.365173	3.546000
-35.975342	3.569000
-24.906006	3.592000
-37.359009	3.615000
-26.981506	3.638000
-28.365173	3.660000
-27.673340	3.684000
-30.440674	3.707000
-31.132507	3.731000
-29.748840	3.754000
-29.748840	3.777000
-21.446838	3.800000
-24.214172	3.823000
-29.057007	3.846000
-29.748840	3.868000
-24.906006	3.892000
-31.132507	3.915000
-32.516174	3.939000
-28.365173	3.962000
-24.906006	3.986000
-33.208008	4.009000
-25.597839	4.032000
-26.981506	4.055000
-17.295837	4.077000
-35.283508	4.101000
-33.208008	4.124000
-31.132507	4.148000
-21.446838	4.171000
-29.748840	4.194000
-34.591675	4.217000
-24.214172	4.240000
-29.748840	4.263000
-14.528503	4.285000
-31.132507	4.309000
-31.824341	4.332000
-31.132507	4.356000
-32.516174	4.379000
-28.365173	4.402000
-27.673340	4.425000
-29.748840	4.448000
-24.906006	4.471000
-16.604004	4.493000
-33.208008	4.517000
-27.673340	4.540000
-30.440674	4.564000
-29.057007	4.587000
-23.522339	4.611000
-17.295837	4.634000
-22.830505	4.657000
-23.522339	4.680000
