NLoad	Load	Time	
0.000000	982.136230	0.000000
0.000000	968.244629	0.023000
0.000000	975.190430	0.047000
0.000000	944.628906	0.070000
0.000000	973.801270	0.093000
0.000000	979.357910	0.116000
0.000000	961.298828	0.139000
0.000000	982.830811	0.162000
0.000000	969.633789	0.184000
0.000000	973.801270	0.208000
0.000000	976.579590	0.231000
0.000000	969.633789	0.255000
0.000000	991.165771	0.278000
0.000000	966.855469	0.301000
0.000000	957.825928	0.324000
0.000000	993.249512	0.347000
0.000000	981.441650	0.370000
0.000000	974.495850	0.392000
0.000000	982.830811	0.416000
0.000000	978.663330	0.439000
0.000000	982.136230	0.463000
0.000000	976.579590	0.486000
0.000000	986.303711	0.509000
0.000000	975.885010	0.532000
0.000000	972.412109	0.555000
0.000000	981.441650	0.578000
0.000000	966.855469	0.600000
0.000000	968.939209	0.624000
0.000000	1003.668213	0.647000
0.000000	980.747070	0.671000
0.000000	980.052490	0.694000
0.000000	978.663330	0.718000
0.000000	967.550049	0.741000
0.000000	974.495850	0.764000
0.000000	979.357910	0.787000
0.000000	989.776611	0.809000
0.000000	989.776611	0.833000
0.000000	968.939209	0.856000
0.000000	972.412109	0.880000
0.000000	971.717529	0.903000
0.000000	984.914551	0.926000
0.000000	979.357910	0.949000
0.000000	978.663330	0.973000
0.000000	984.219971	0.997000
0.000000	967.550049	1.020000
0.000000	986.998291	1.044000
0.000000	984.914551	1.067000
0.000000	977.968750	1.091000
0.000000	991.860352	1.114000
0.000000	960.604248	1.137000
0.000000	992.554932	1.160000
0.000000	991.860352	1.182000
0.000000	975.885010	1.206000
0.000000	996.027832	1.229000
0.000000	979.357910	1.253000
0.000000	990.471191	1.276000
0.000000	986.303711	1.300000
0.000000	991.860352	1.323000
0.000000	991.860352	1.346000
0.000000	991.860352	1.369000
0.000000	989.776611	1.391000
0.000000	989.082031	1.415000
0.000000	981.441650	1.438000
0.000000	990.471191	1.462000
0.000000	983.525391	1.485000
0.000000	983.525391	1.509000
0.000000	970.328369	1.532000
0.000000	973.801270	1.555000
0.000000	1005.057373	1.578000
0.000000	989.082031	1.600000
0.000000	988.387451	1.624000
0.000000	994.638672	1.647000
0.000000	981.441650	1.671000
0.000000	996.722412	1.694000
0.000000	991.165771	1.718000
0.000000	988.387451	1.741000
0.000000	996.027832	1.764000
0.000000	981.441650	1.787000
0.000000	991.860352	1.809000
0.000000	986.998291	1.833000
0.000000	986.303711	1.856000
0.000000	995.333252	1.880000
0.000000	984.914551	1.903000
0.000000	994.638672	1.926000
0.000000	977.274170	1.949000
0.000000	982.136230	1.972000
0.000000	1002.973633	1.995000
0.000000	987.692871	2.017000
0.000000	1000.889893	2.041000
0.000000	998.806152	2.064000
0.000000	980.747070	2.088000
0.000000	983.525391	2.111000
0.000000	996.027832	2.134000
0.000000	1003.668213	2.157000
0.000000	998.806152	2.180000
0.000000	988.387451	2.203000
0.000000	989.082031	2.225000
0.000000	1000.889893	2.249000
0.000000	991.165771	2.272000
0.000000	1002.279053	2.296000
0.000000	990.471191	2.319000
0.000000	1002.973633	2.343000
0.000000	992.554932	2.366000
0.000000	985.609131	2.389000
0.000000	998.806152	2.412000
0.000000	996.722412	2.434000
0.000000	999.500732	2.458000
0.000000	998.111572	2.481000
0.000000	993.944092	2.505000
0.000000	992.554932	2.528000
0.000000	982.830811	2.551000
0.000000	998.806152	2.574000
0.000000	1002.973633	2.597000
0.000000	988.387451	2.620000
0.000000	994.638672	2.642000
0.000000	999.500732	2.666000
0.000000	996.722412	2.689000
0.000000	1004.362793	2.713000
0.000000	986.303711	2.736000
0.000000	996.722412	2.759000
0.000000	998.111572	2.782000
0.000000	973.106689	2.805000
0.000000	1004.362793	2.828000
0.000000	1007.141113	2.850000
0.000000	999.500732	2.874000
0.000000	1005.751953	2.897000
0.000000	998.111572	2.921000
0.000000	1034.229736	2.944000
0.000000	1002.279053	2.968000
0.000000	1000.889893	2.991000
0.000000	1010.614014	3.014000
0.000000	1002.973633	3.037000
0.000000	1004.362793	3.059000
0.000000	988.387451	3.083000
0.000000	991.165771	3.106000
0.000000	1007.835693	3.130000
0.000000	992.554932	3.153000
0.000000	1005.751953	3.178000
0.000000	999.500732	3.201000
0.000000	1009.919434	3.224000
0.000000	1010.614014	3.248000
0.000000	1000.889893	3.271000
0.000000	1016.170654	3.295000
0.000000	991.860352	3.318000
0.000000	987.692871	3.342000
0.000000	992.554932	3.365000
0.000000	1004.362793	3.388000
0.000000	1007.835693	3.411000
0.000000	1001.584473	3.433000
0.000000	996.027832	3.457000
0.000000	1015.476074	3.480000
0.000000	1009.224854	3.504000
0.000000	1007.835693	3.527000
0.000000	1002.973633	3.551000
0.000000	1015.476074	3.574000
0.000000	1011.308594	3.597000
0.000000	998.111572	3.620000
0.000000	1009.224854	3.642000
0.000000	1001.584473	3.666000
0.000000	994.638672	3.689000
0.000000	1012.697754	3.713000
0.000000	991.860352	3.736000
0.000000	1004.362793	3.759000
0.000000	1008.530273	3.782000
0.000000	1000.195312	3.805000
0.000000	1011.308594	3.828000
0.000000	988.387451	3.850000
0.000000	1019.643555	3.874000
0.000000	1010.614014	3.897000
0.000000	1007.141113	3.921000
0.000000	1002.973633	3.944000
0.000000	991.860352	3.968000
0.000000	1011.308594	3.991000
0.000000	999.500732	4.014000
0.000000	973.801270	4.037000
0.000000	1013.392334	4.059000
0.000000	998.111572	4.083000
0.000000	1000.889893	4.106000
0.000000	1002.973633	4.130000
0.000000	999.500732	4.153000
0.000000	1007.141113	4.176000
0.000000	997.416992	4.199000
0.000000	1025.200195	4.222000
0.000000	1024.505615	4.245000
0.000000	1002.973633	4.267000
0.000000	1018.948975	4.291000
0.000000	1014.781494	4.314000
0.000000	1010.614014	4.338000
0.000000	1013.392334	4.361000
0.000000	1005.751953	4.384000
0.000000	1009.919434	4.407000
0.000000	1014.781494	4.430000
0.000000	1006.446533	4.453000
0.000000	1024.505615	4.475000
0.000000	1006.446533	4.499000
0.000000	997.416992	4.522000
0.000000	1016.865234	4.546000
0.000000	1005.057373	4.569000
0.000000	1016.170654	4.593000
0.000000	1013.392334	4.616000
0.000000	1002.279053	4.639000
0.000000	1014.086914	4.662000
0.000000	1000.195312	4.684000
0.000000	1015.476074	4.708000
0.000000	1001.584473	4.731000
0.000000	1022.421875	4.755000
0.000000	1023.811035	4.778000
0.000000	997.416992	4.801000
0.000000	1020.338135	4.824000
0.000000	1008.530273	4.847000
0.000000	1009.919434	4.870000
0.000000	1014.086914	4.892000
0.000000	1007.141113	4.916000
0.000000	1027.283936	4.939000
0.000000	1017.559814	4.963000
0.000000	991.165771	4.986000
0.000000	1016.865234	5.009000
0.000000	1002.973633	5.032000
0.000000	1015.476074	5.055000
0.000000	1039.091797	5.078000
0.000000	1011.308594	5.100000
0.000000	1017.559814	5.124000
0.000000	1006.446533	5.147000
0.000000	993.249512	5.171000
0.000000	1026.589355	5.194000
0.000000	1006.446533	5.218000
0.000000	1011.308594	5.241000
0.000000	1005.057373	5.264000
0.000000	993.249512	5.287000
