Time	Load
12.163	118.408
12.171	119.019
12.202	116.577
12.233	107.422
12.237	125.122
12.243	121.460
12.265	120.239
12.305	117.798
12.350	118.408
12.377	114.746
12.383	116.577
12.416	116.577
12.421	112.305
12.427	109.863
12.453	120.850
12.487	117.187
12.517	114.746
12.549	123.901
12.554	119.019
12.578	115.356
12.621	123.291
12.652	114.746
12.656	119.019
12.661	118.408
12.684	104.370
12.720	112.305
12.751	114.136
12.756	116.577
12.781	115.356
12.826	113.525
12.855	112.915
12.886	114.136
12.890	116.577
12.897	108.032
12.941	109.863
12.970	117.187
12.975	119.629
12.999	118.408
13.041	114.746
13.086	118.408
13.125	119.019
13.163	114.746
13.168	111.694
13.180	117.798
13.214	106.201
13.257	119.629
13.291	115.967
13.330	115.356
13.358	115.967
13.363	115.967
13.370	115.967
13.431	116.577
13.479	117.798
13.525	114.136
13.564	117.187
13.569	123.291
13.593	113.525
13.598	114.136
13.610	114.136
13.644	115.356
13.669	115.356
13.706	122.070
13.730	117.798
13.735	112.305
13.743	115.356
13.800	112.305
13.834	114.746
13.869	116.577
13.912	115.967
13.940	114.136
13.974	114.746
13.979	116.577
14.003	117.187
14.044	117.187
14.075	116.577
14.078	115.356
14.082	114.136
14.107	111.694
14.142	113.525
14.175	116.577
14.180	112.915
14.204	115.356
14.245	118.408
14.286	111.084
14.317	115.356
14.344	114.136
14.349	112.915
14.357	109.253
14.387	117.187
14.391	112.305
14.399	113.525
14.441	123.291
14.472	115.356
14.505	112.915
14.509	115.967
14.517	113.525
14.566	115.356
14.600	117.798
14.604	119.629
14.628	115.967
14.657	106.201
14.689	118.408
14.721	111.084
14.753	114.746
14.757	115.356
14.784	114.136
14.815	115.356
14.848	114.136
14.875	115.356
14.912	120.239
14.940	122.681
14.945	112.915
14.971	115.967
15.011	114.136
15.042	109.863
15.074	115.967
15.107	119.629
15.138	116.577
15.143	112.915
15.169	114.746
15.210	114.746
15.241	116.577
15.275	119.629
15.315	112.915
15.344	116.577
15.349	119.019
15.374	113.525
15.419	109.863
15.450	116.577
15.480	112.305
15.511	112.305
15.516	117.187
15.540	110.474
15.595	116.577
15.626	113.525
15.654	107.422
15.685	116.577
15.716	120.850
15.721	114.746
15.728	113.525
15.783	114.136
15.824	109.863
15.855	112.915
15.859	113.525
15.867	114.746
15.909	119.019
15.940	112.305
15.969	114.136
15.974	115.356
15.999	117.798
16.034	112.915
16.065	115.356
16.100	117.187
16.128	115.356
16.162	117.187
16.167	112.915
16.174	109.863
16.203	119.629
16.231	111.084
16.235	117.798
16.243	113.525
16.286	112.305
16.318	109.863
16.367	111.084
16.401	111.694
16.406	119.629
16.433	112.915
16.478	112.915
16.502	103.760
16.540	117.187
16.585	113.525
16.590	112.915
16.624	109.863
16.656	115.356
16.660	109.253
16.663	113.525
16.689	111.084
16.723	107.422
16.753	112.305
16.757	101.318
16.783	109.863
16.814	116.577
16.846	111.084
16.878	114.746
16.914	112.305
16.943	112.915
16.947	111.694
16.982	109.863
17.013	113.525
17.045	112.915
17.079	111.694
17.083	100.708
17.088	112.915
17.114	115.356
17.146	110.474
17.150	111.694
17.190	110.474
17.218	113.525
17.222	113.525
17.229	113.525
17.267	110.474
17.298	114.136
17.328	114.136
17.356	112.915
17.360	114.136
17.386	109.253
17.424	106.812
17.461	100.098
17.500	112.915
17.538	113.525
17.567	112.305
17.573	110.474
17.597	101.318
17.629	111.694
17.663	111.694
17.691	110.474
17.726	112.305
17.754	111.084
17.760	112.915
17.785	112.305
17.816	109.253
17.849	110.474
17.877	114.136
17.910	109.253
17.942	109.863
17.973	110.474
17.979	111.084
18.003	109.253
18.036	110.474
18.041	115.967
18.047	108.643
18.071	111.694
18.099	110.474
18.128	113.525
18.161	115.356
18.164	111.084
18.170	111.084
18.194	113.525
18.227	110.474
18.272	109.863
18.302	108.643
18.335	109.863
18.371	110.474
18.376	117.798
18.384	115.967
18.420	100.098
18.452	106.201
18.483	111.084
18.487	111.084
18.492	114.746
18.515	115.356
18.559	112.915
18.564	108.643
18.589	111.694
18.628	111.694
18.662	112.305
18.691	114.746
18.723	110.474
18.751	110.474
18.756	111.084
18.782	111.694
18.826	111.694
18.830	112.305
18.834	109.253
18.860	111.084
18.895	114.746
18.930	108.643
18.977	114.746
18.982	110.474
19.006	111.694
19.034	112.915
19.067	111.084
19.102	98.877
19.147	114.746
19.175	108.032
19.180	97.046
19.205	111.694
19.247	113.525
19.279	113.525
19.310	111.084
19.341	109.863
19.375	109.253
19.380	111.694
19.406	101.929
19.438	117.798
19.476	108.643
19.502	111.084
19.536	112.915
19.568	119.019
19.573	108.032
19.598	105.591
19.626	112.305
19.659	109.253
19.690	109.253
19.725	114.136
19.753	111.084
19.758	112.305
19.784	112.915
19.826	108.643
19.856	108.643
19.887	112.305
19.891	108.032
19.899	107.422
19.949	110.474
20.000	111.084
20.036	106.201
20.040	112.305
20.048	109.253
20.078	109.863
20.082	110.474
20.086	110.474
20.112	118.408
20.143	110.474
20.178	108.032
20.182	108.032
20.208	112.915
20.249	110.474
20.281	106.812
20.313	107.422
20.340	109.863
20.345	110.474
20.371	106.812
20.414	109.253
20.419	109.253
20.423	109.863
20.452	114.746
20.489	109.863
20.518	105.591
20.553	109.863
20.558	108.643
20.584	106.201
20.628	105.591
20.658	111.694
20.686	108.032
20.690	109.863
20.698	109.253
20.730	109.863
20.734	105.591
20.742	111.694
20.805	111.694
20.851	109.863
20.879	109.253
20.908	109.863
20.942	108.032
20.977	104.980
20.981	105.591
21.012	114.136
21.044	107.422
21.048	111.084
21.056	105.591
21.098	111.084
21.125	108.032
21.130	109.863
21.137	108.643
21.190	109.253
21.220	108.643
21.252	107.422
21.283	117.798
21.316	105.591
21.349	108.643
21.354	114.746
21.379	109.863
21.415	110.474
21.419	108.032
21.424	112.915
21.452	109.863
21.488	115.967
21.519	104.370
21.554	108.643
21.559	108.032
21.592	118.408
21.623	109.253
21.657	109.253
21.688	119.019
21.719	110.474
21.748	108.032
21.752	106.812
21.757	106.812
21.782	105.591
21.814	109.253
21.846	102.539
21.878	111.084
21.910	109.253
21.942	108.643
21.947	102.539
21.972	104.980
22.014	100.098
22.042	111.084
22.046	113.525
22.054	107.422
22.097	113.525
22.128	107.422
22.160	103.149
22.164	108.643
22.170	105.591
22.194	109.863
22.229	111.694
22.275	106.201
22.315	105.591
22.351	109.253
22.355	105.591
22.390	108.032
22.418	111.084
22.456	113.525
22.461	106.812
22.487	106.812
22.522	114.136
22.555	108.032
22.560	112.305
22.586	108.643
22.630	106.812
22.634	104.980
22.642	107.422
22.667	104.370
22.699	108.032
22.734	104.980
22.767	109.863
22.772	109.253
22.780	106.812
22.831	109.863
22.864	107.422
22.895	109.253
22.927	106.201
22.962	104.980
22.968	107.422
23.000	102.539
23.004	108.032
23.012	109.863
23.045	96.436
23.049	111.084
23.054	107.422
23.078	106.812
23.113	106.812
23.149	108.643
23.154	108.643
23.178	108.032
23.212	111.694
23.245	106.812
23.276	106.812
23.307	99.487
23.335	107.422
23.370	114.136
23.375	114.746
23.383	104.370
23.419	108.032
23.423	106.812
23.431	107.422
23.470	106.812
23.501	105.591
23.532	109.863
23.562	106.812
23.567	114.746
23.578	104.980
23.629	97.046
23.661	109.253
23.689	107.422
23.722	114.746
23.754	104.980
23.759	109.253
23.785	104.980
23.827	107.422
23.855	111.084
23.859	108.643
23.864	114.136
23.888	103.149
23.923	108.032
23.956	112.305
23.962	111.084
23.974	106.201
24.009	108.643
24.042	108.643
24.078	108.643
24.107	105.591
24.140	109.863
24.168	115.967
24.172	104.370
24.199	108.643
24.230	109.253
24.267	106.812
24.298	106.812
24.331	106.812
24.367	108.032
24.371	110.474
24.379	105.591
24.407	107.422
24.411	104.980
24.415	109.253
24.444	112.915
24.478	111.084
24.482	108.643
24.486	107.422
24.511	107.422
24.557	104.370
24.562	107.422
24.588	104.980
24.593	108.643
24.600	108.032
24.639	106.201
24.668	96.436
24.672	106.812
24.678	108.032
24.703	106.812
24.744	99.487
24.788	112.915
24.793	106.812
24.801	111.084
24.832	107.422
24.837	108.643
24.844	105.591
24.873	105.591
24.877	104.980
24.885	112.305
24.920	108.032
24.953	109.863
24.957	105.591
24.963	105.591
24.988	111.694
25.022	104.980
25.055	108.643
25.083	107.422
25.120	108.643
25.165	108.643
25.170	97.046
25.196	105.591
25.201	105.591
25.208	106.201
25.239	104.370
25.265	103.760
25.294	108.032
25.327	106.812
25.331	108.032
25.337	106.812
25.361	106.812
25.394	106.812
25.429	112.305
25.467	108.032
25.503	106.201
25.540	111.694
25.586	108.032
25.590	106.812
25.626	113.525
25.656	112.915
25.660	108.032
25.663	106.812
25.690	103.760
25.725	104.370
25.754	116.577
25.759	107.422
25.786	103.149
25.827	106.201
25.855	103.760
25.859	104.980
25.884	105.591
25.889	115.356
25.893	107.422
25.919	107.422
25.960	106.201
25.965	103.760
25.991	109.253
26.026	108.032
26.066	104.980
26.101	107.422
26.127	102.539
26.162	105.591
26.167	104.980
26.173	99.487
26.204	108.032
26.209	109.253
26.214	109.253
26.240	103.760
26.272	106.812
26.305	108.643
26.337	103.760
26.377	108.032
26.382	115.967
26.394	105.591
26.442	105.591
26.480	106.812
26.526	108.643
26.560	106.201
26.564	104.980
26.605	106.812
26.637	104.980
26.641	109.253
26.649	106.201
26.692	106.812
26.723	108.643
26.753	104.370
26.757	108.643
26.784	108.032
26.816	108.032
26.849	106.201
26.877	108.032
26.911	104.370
26.942	107.422
26.946	104.980
26.983	108.643
27.016	106.201
27.045	101.929
27.078	108.032
27.107	103.149
27.142	104.980
27.147	101.318
27.172	106.201
27.214	108.643
27.249	103.149
27.282	108.032
27.286	103.760
27.290	108.032
27.316	105.591
27.351	106.201
27.356	106.201
27.381	102.539
27.417	103.760
27.421	101.929
27.425	106.812
27.453	105.591
27.489	106.812
27.522	107.422
27.555	99.487
27.560	107.422
27.586	106.201
27.627	104.370
27.662	103.760
27.693	111.084
27.729	104.980
27.776	104.370
27.781	103.760
27.807	103.760
27.846	104.980
27.878	102.539
27.907	106.812
27.911	104.370
27.915	104.370
27.941	109.253
27.946	112.305
27.971	105.591
28.016	114.746
28.045	106.201
28.076	106.201
28.105	101.929
28.139	104.980
28.171	106.201
28.176	104.370
28.203	106.812
28.238	103.149
28.274	103.760
28.315	105.591
28.351	105.591
28.379	106.201
28.385	106.812
28.411	103.760
28.440	104.980
28.478	101.929
28.504	107.422
28.541	103.760
28.546	105.591
28.551	101.318
28.577	107.422
28.620	103.760
28.649	104.370
28.682	107.422
28.725	104.370
28.755	106.201
28.760	104.370
28.785	104.370
28.817	105.591
28.851	108.643
28.879	103.760
28.911	106.201
28.940	106.812
28.975	104.980
28.980	105.591
29.005	109.253
29.044	106.812
29.077	104.370
29.106	103.149
29.110	104.370
29.118	104.370
29.160	103.760
29.164	96.436
29.168	105.591
29.203	106.812
29.207	106.201
29.211	104.370
29.238	104.980
29.272	107.422
29.305	106.201
29.352	105.591
29.398	104.980
29.403	106.812
29.431	112.915
29.481	108.643
29.512	97.046
29.545	104.370
29.550	112.915
29.558	101.318
29.589	95.215
29.594	112.915
29.601	104.370
29.638	101.929
29.667	107.422
29.700	107.422
29.733	104.980
29.738	113.525
29.763	106.201
29.809	102.539
29.814	102.539
29.821	107.422
29.858	108.032
29.890	103.760
29.919	101.318
29.950	102.539
29.954	104.980
29.959	107.422
30.005	101.929
30.042	111.084
30.075	101.318
30.108	104.980
30.140	112.915
30.145	103.760
30.154	103.149
30.213	102.539
30.253	105.591
30.286	113.525
30.316	98.267
30.349	111.084
30.353	103.760
30.379	104.980
30.414	103.149
30.440	104.370
30.475	104.370
30.505	106.812
30.540	102.539
30.567	103.149
30.572	100.708
30.598	104.980
30.640	103.149
30.669	105.591
30.673	103.149
30.681	105.591
30.724	100.708
30.767	104.980
30.772	104.980
30.780	102.539
30.809	106.201
30.814	102.539
30.821	106.201
30.858	104.980
30.887	106.201
30.920	106.812
30.925	114.746
30.933	105.591
30.989	103.760
31.020	104.980
31.052	105.591
31.084	112.305
31.119	103.760
31.147	107.422
31.152	104.980
31.178	104.370
31.221	102.539
31.253	105.591
31.284	101.318
31.287	106.812
31.291	102.539
31.319	100.708
31.350	103.760
31.355	104.370
31.381	103.149
31.419	107.422
31.424	104.370
31.429	105.591
31.455	104.980
31.489	103.149
31.526	102.539
31.567	101.929
31.572	103.149
31.597	106.201
31.629	103.149
31.664	106.812
31.690	102.539
31.726	111.084
31.754	100.708
31.759	109.863
31.786	101.318
31.824	104.370
31.857	103.149
31.889	100.098
31.918	105.591
31.923	104.370
31.949	104.980
32.005	101.318
32.042	103.760
32.046	103.760
32.053	103.149
32.099	103.149
32.136	98.267
32.141	106.201
32.166	103.760
32.219	109.253
32.251	108.643
32.255	103.149
32.263	100.708
32.295	103.760
32.299	101.318
32.306	103.149
32.341	104.980
32.377	105.591
32.382	103.149
32.409	103.760
32.442	100.098
32.478	101.929
32.482	94.604
32.486	101.318
32.494	104.980
32.538	101.318
32.590	93.384
32.630	103.149
32.634	101.929
32.661	107.422
32.691	106.812
32.727	109.863
32.731	100.098
32.736	100.708
32.763	106.201
32.828	103.760
32.832	103.760
32.836	101.318
32.863	102.539
32.899	109.253
32.941	106.201
32.972	103.760
32.977	102.539
33.004	104.370
33.042	100.098
33.081	107.422
33.085	102.539
33.093	93.994
33.125	104.980
33.155	104.370
33.159	105.591
33.170	102.539
33.205	103.760
33.240	104.370
33.271	105.591
33.301	101.318
33.338	106.201
33.398	105.591
33.431	101.318
33.436	103.149
33.444	108.032
33.486	99.487
33.523	104.980
33.567	103.149
33.603	103.760
33.607	103.760
33.634	104.370
33.681	113.525
33.727	102.539
33.774	105.591
33.780	101.318
33.812	100.098
33.844	105.591
33.848	101.318
33.856	104.370
33.888	102.539
33.917	105.591
33.922	103.760
33.929	101.929
33.994	104.980
34.027	106.201
34.067	101.318
34.100	100.098
34.129	105.591
34.166	100.708
34.171	103.760
34.198	103.760
34.230	104.370
34.234	97.046
34.238	102.539
34.264	103.760
34.299	98.267
34.332	103.760
34.369	104.980
34.373	102.539
34.381	100.708
34.440	101.318
34.479	108.643
34.525	103.149
34.566	104.980
34.571	103.760
34.608	101.929
34.612	104.980
34.635	109.253
34.641	106.812
34.647	100.098
34.671	96.436
34.709	101.318
34.740	101.318
34.776	103.760
34.781	102.539
34.807	101.318
34.857	101.929
34.889	104.370
34.893	99.487
34.901	108.643
34.936	102.539
34.966	104.980
34.971	104.370
34.986	103.760
35.038	103.149
35.065	104.980
35.096	104.370
35.131	103.760
35.168	100.098
35.173	106.812
35.200	109.253
35.246	104.370
35.286	104.370
35.317	103.760
35.349	104.980
35.354	103.760
35.380	109.863
35.419	94.604
35.454	99.487
35.458	97.656
35.462	105.591
35.490	97.046
35.494	102.539
35.497	101.318
35.525	105.591
35.566	103.760
35.571	104.980
35.606	103.760
35.638	101.318
35.667	102.539
35.700	104.370
35.733	104.980
35.738	100.708
35.763	101.929
35.810	101.318
35.842	103.760
35.846	101.929
35.854	103.149
35.889	102.539
35.893	101.318
35.901	100.708
35.933	101.929
35.938	105.591
35.945	105.591
36.005	103.760
36.040	104.370
36.068	91.553
36.103	98.877
36.146	95.825
36.180	100.098
36.185	101.929
36.211	105.591
36.262	99.487
36.295	106.201
36.299	103.149
36.307	104.370
36.342	101.318
36.373	104.370
36.377	104.980
36.384	104.370
36.409	100.708
36.441	107.422
36.479	107.422
36.505	97.656
36.536	101.929
36.566	103.760
36.570	105.591
36.599	102.539
36.640	106.812
36.644	102.539
36.651	103.760
36.684	102.539
36.717	100.708
36.746	106.201
36.751	100.708
36.755	98.267
36.792	109.253
36.796	93.994
36.801	99.487
36.827	101.318
36.865	103.760
36.897	101.318
36.927	100.708
36.961	100.098
36.966	102.539
36.993	105.591
37.035	92.163
37.039	102.539
37.044	104.980
37.070	98.267
37.103	90.942
37.107	104.370
37.112	100.098
37.139	100.098
37.182	106.812
37.187	93.384
37.215	98.877
37.264	100.708
37.293	92.773
37.298	102.539
37.305	100.708
37.350	93.384
37.393	100.098
37.398	105.591
37.405	100.708
37.461	100.708
37.495	102.539
37.528	98.877
37.565	97.656
37.571	99.487
37.608	95.215
37.636	103.149
37.669	106.812
37.703	96.436
37.706	100.708
37.710	99.487
37.737	104.370
37.772	104.370
37.777	101.929
37.806	97.656
37.855	98.877
37.887	100.098
37.917	100.708
37.951	109.253
37.955	91.553
37.959	100.708
38.000	102.539
38.004	103.760
38.013	101.318
38.042	103.760
38.078	103.149
38.105	106.201
38.138	99.487
38.143	101.929
38.155	104.370
38.190	100.708
38.223	109.863
38.227	101.318
38.235	98.267
38.268	98.877
38.293	108.032
38.298	100.098
38.305	101.318
38.351	101.318
38.388	103.149
38.392	102.539
38.420	97.656
38.458	97.656
38.490	97.046
38.522	99.487
38.558	102.539
38.564	102.539
38.590	109.863
38.594	100.098
38.602	107.422
38.646	100.098
38.650	101.929
38.658	97.656
38.691	97.656
38.724	100.708
38.730	96.436
38.757	96.436
38.792	104.370
38.839	104.370
38.879	99.487
38.916	104.370
38.960	100.708
38.965	103.760
38.993	100.098
39.036	103.149
39.065	100.098
39.070	103.149
39.090	97.656
39.123	104.370
39.128	101.929
39.155	103.149
39.202	103.760
39.232	97.046
39.237	98.267
39.244	104.370
39.286	100.708
39.323	103.149
39.381	101.929
39.414	102.539
39.419	98.267
39.427	101.318
39.473	100.708
39.519	100.098
39.545	102.539
39.550	103.149
39.578	102.539
39.615	104.370
39.666	100.708
39.670	107.422
39.674	101.318
39.700	101.929
39.754	104.370
