0,0,0
0.6434,0.0009,-0.0002
0.6434,0.001,-0.0003
0.6299,0.001,-0.0001
0.6299,0.001,-0.0002
0.6434,0.001,-0.0002
0.6566,0.0009,-0.0002
0.6434,0.001,-0.0002
0.6434,0.001,-0.0002
0.6434,0.0012,-0.0002
0.6299,0.001,-0.0002
0.6434,0.001,-0.0002
0.6299,0.001,-0.0001
0.6434,0.001,-0.0001
0.6701,0.001,-0.0002
0.6968,0.001,-0.0002
0.7238,0.0011,-0.0002
0.7505,0.0013,-0.0003
0.8177,0.0014,-0.0003
0.8444,0.0015,-0.0002
0.8846,0.0015,-0.0003
0.9383,0.0016,-0.0004
0.9517,0.0018,-0.0004
0.9785,0.002,-0.0004
1.0321,0.0019,-0.0003
1.0723,0.002,-0.0005
1.1125,0.0021,-0.0005
1.1527,0.0025,-0.0004
1.1929,0.0026,-0.0005
1.2196,0.0027,-0.0006
1.2733,0.0028,-0.0006
1.3135,0.0031,-0.0007
1.3672,0.0031,-0.0008
1.3939,0.0033,-0.0007
1.4341,0.0034,-0.0009
1.4745,0.0034,-0.0009
1.5013,0.0035,-0.001
1.5549,0.0038,-0.0009
1.6084,0.0038,-0.0009
1.6353,0.0041,-0.0011
1.7022,0.0042,-0.0012
1.7559,0.0044,-0.001
1.7826,0.0044,-0.0012
1.8231,0.0046,-0.0012
1.8765,0.0048,-0.0013
1.9437,0.0049,-0.0014
1.9704,0.0052,-0.0014
2.0106,0.0054,-0.0014
2.0376,0.0053,-0.0015
2.091,0.0056,-0.0015
2.1312,0.0056,-0.0016
2.2118,0.0059,-0.0015
2.252,0.006,-0.0016
2.3054,0.0062,-0.0016
2.3324,0.0064,-0.0018
2.3726,0.0066,-0.0018
2.4263,0.0066,-0.0018
2.4665,0.0067,-0.0018
2.5192,0.007,-0.002
2.5741,0.0071,-0.002
2.6016,0.0072,-0.0018
2.6415,0.0073,-0.002
2.6939,0.0074,-0.002
2.7489,0.0077,-0.0023
2.8013,0.0077,-0.0021
2.8562,0.0079,-0.0023
2.8962,0.008,-0.0023
2.9211,0.0082,-0.0023
2.9761,0.0084,-0.0023
3.0285,0.0085,-0.0023
3.0709,0.0087,-0.0024
3.1234,0.0088,-0.0026
3.1633,0.009,-0.0023
3.2033,0.0091,-0.0026
3.2307,0.0092,-0.0026
3.2307,0.0091,-0.0027
3.2033,0.0092,-0.0027
3.2033,0.0093,-0.0027
3.2033,0.0092,-0.0027
