0.017557,1.253376,310.203
0.018208,1.253103,310.227
0.027311,1.253559,310.25
0.016257,1.253559,310.274
0.017557,1.252464,310.297
0.014956,1.253468,310.321
0.016907,1.25438,310.344
0.020158,1.253559,310.367
0.021459,1.253103,310.39
0.013005,1.25365,310.412
0.020809,1.254106,310.436
0.019508,1.253741,310.459
0.013656,1.253376,310.483
0.016257,1.253924,310.506
0.017557,1.253559,310.529
0.022109,1.253924,310.552
0.022759,1.253924,310.575
0.014306,1.254289,310.598
0.021459,1.253103,310.62
0.012355,1.253741,310.644
0.012355,1.254198,310.667
0.014956,1.253194,310.691
0.013656,1.254106,310.714
0.02471,1.253194,310.737
0.026011,1.252555,310.76
0.014956,1.252555,310.783
0.014306,1.253559,310.806
0.012355,1.253559,310.828
0.016257,1.254654,310.852
0.006503,1.253741,310.875
0.019508,1.253468,310.899
0.022109,1.25365,310.922
0.016907,1.253559,310.946
0.02471,1.25438,310.969
0.015606,1.253285,310.992
0.016907,1.253924,311.015
0.012355,1.253468,311.037
0.021459,1.254015,311.061
0.017557,1.254471,311.084
0.017557,1.253376,311.108
0.019508,1.253741,311.131
0.012355,1.253833,311.154
0.017557,1.254015,311.177
0.018858,1.254471,311.2
0.020809,1.253285,311.223
0.018858,1.253833,311.245
0.020809,1.254198,311.269
0.019508,1.254654,311.292
0.021459,1.253741,311.316
0.013005,1.254928,311.339
0.020809,1.253376,311.362
0.022109,1.253741,311.385
0.013005,1.254928,311.408
0.012355,1.254563,311.431
0.011705,1.254289,311.453
0.011055,1.25438,311.477
0.011055,1.253833,311.5
0.022759,1.254198,311.524
0.020158,1.254289,311.547
0.020809,1.254471,311.571
0.022109,1.254563,311.594
0.011705,1.254289,311.617
0.016907,1.254745,311.64
0.011055,1.254928,311.662
0.018858,1.254015,311.686
0.010404,1.255019,311.709
0.029262,1.25511,311.733
0.022109,1.254563,311.756
0.010404,1.254745,311.779
0.017557,1.253741,311.802
0.021459,1.254654,311.825
0.022109,1.254654,311.848
0.017557,1.254745,311.87
0.031213,1.254836,311.894
0.021459,1.255019,311.917
0.020158,1.255475,311.941
0.020809,1.254836,311.964
0.020158,1.254836,311.987
0.013656,1.254563,312.01
0.020809,1.254745,312.033
0.02406,1.255201,312.056
0.026011,1.254928,312.078
0.013005,1.255019,312.102
0.014306,1.25511,312.125
0.009104,1.254836,312.149
0.005852,1.255475,312.172
0.020809,1.255658,312.196
0.020809,1.25511,312.219
0.009754,1.255658,312.242
0.016907,1.255566,312.265
0.020809,1.256388,312.287
0.010404,1.254928,312.311
0.012355,1.254836,312.334
0.018858,1.254654,312.358
0.013656,1.255201,312.381
0.017557,1.255384,312.404
0.018858,1.255293,312.427
0.017557,1.255384,312.45
0.016257,1.255019,312.473
0.012355,1.254745,312.495
0.02341,1.255384,312.519
0.017557,1.255749,312.542
0.02406,1.255658,312.566
0.02341,1.255201,312.589
0.009754,1.25584,312.612
0.011055,1.256296,312.635
0.022759,1.255293,312.658
0.022109,1.255658,312.681
0.021459,1.255475,312.703
0.017557,1.255749,312.727
0.018208,1.255931,312.75
0.014306,1.255658,312.774
0.013656,1.255931,312.797
0.018208,1.255658,312.821
0.012355,1.254836,312.844
0.018208,1.255658,312.867
0.020158,1.255384,312.89
0.02471,1.25584,312.912
0.013005,1.255293,312.936
0.016257,1.256296,312.959
0.013005,1.255931,312.983
0.017557,1.255293,313.006
0.018208,1.255931,313.029
0.018858,1.255931,313.052
0.014306,1.255475,313.075
0.014956,1.256023,313.098
0.018858,1.25584,313.12
0.020158,1.25584,313.144
0.015606,1.255658,313.167
0.019508,1.255658,313.191
0.02406,1.256205,313.214
0.018858,1.256388,313.237
0.015606,1.256114,313.26
0.018208,1.256023,313.283
0.02406,1.256205,313.306
0.020158,1.256205,313.328
0.019508,1.255749,313.352
0.02406,1.255475,313.375
0.015606,1.255566,313.399
0.017557,1.256388,313.422
0.014956,1.255749,313.446
0.016907,1.256023,313.469
0.017557,1.256114,313.492
0.019508,1.256023,313.515
0.02341,1.255475,313.537
0.017557,1.256388,313.561
0.019508,1.256479,313.584
0.014956,1.255566,313.608
0.014956,1.256114,313.631
0.02406,1.25657,313.654
0.016907,1.256661,313.677
