0.011055,2.628112,0
0.010404,2.629207,0.024
0.012355,2.62793,0.047
0.008453,2.62866,0.07
0.005202,2.628295,0.093
0.011055,2.628203,0.116
0.006503,2.628295,0.139
0.009104,2.628842,0.161
0.013656,2.62793,0.185
0.013005,2.628295,0.208
0.016257,2.62866,0.232
0.010404,2.628477,0.255
0.014306,2.628295,0.278
0.016907,2.628568,0.301
0.013005,2.628112,0.324
0.007803,2.627838,0.347
0.009754,2.628386,0.369
0.007803,2.627017,0.393
0.009754,2.628842,0.416
0.011705,2.628203,0.44
0.013656,2.628021,0.463
0.007153,2.627656,0.486
0.002601,2.628386,0.509
0.015606,2.628568,0.532
0.014306,2.628112,0.555
0.011055,2.628021,0.577
0.007803,2.628386,0.601
0.007803,2.628203,0.624
0.013005,2.627382,0.648
0.010404,2.628386,0.671
0.013005,2.628021,0.694
0.008453,2.62793,0.717
0.009104,2.627565,0.74
0.010404,2.627382,0.763
0.013005,2.627108,0.785
0.013005,2.628021,0.809
0.016257,2.627656,0.832
0.005852,2.627747,0.856
0.004552,2.628203,0.879
0.018208,2.627291,0.903
0.011055,2.628112,0.926
0.011055,2.628112,0.949
0.011055,2.627473,0.972
0.004552,2.627656,0.994
0.011055,2.628295,1.018
0.014956,2.626926,1.041
0.005852,2.628477,1.065
0.008453,2.627291,1.088
0.007803,2.628021,1.111
0.007803,2.628295,1.134
0.015606,2.627838,1.157
0.011705,2.627747,1.18
0.011055,2.628021,1.202
0.006503,2.628203,1.226
0.006503,2.628842,1.249
0.011705,2.628477,1.273
0.011055,2.627656,1.296
0.009104,2.628477,1.319
0.009104,2.627838,1.342
0.006503,2.628203,1.365
0.007803,2.628751,1.388
0.009754,2.628751,1.41
0.014306,2.628203,1.434
0.010404,2.627291,1.457
0.012355,2.628203,1.481
0.003902,2.628112,1.504
0.012355,2.62793,1.528
0.009754,2.628295,1.551
0.016907,2.627565,1.574
0.013005,2.628842,1.597
0.016257,2.628021,1.619
0.011705,2.628568,1.643
0.007803,2.627382,1.666
0.015606,2.627838,1.69
0.011705,2.629207,1.713
0.006503,2.628021,1.736
0.007153,2.627747,1.759
0.012355,2.627838,1.782
0.011055,2.627838,1.805
0.012355,2.627382,1.827
0.007153,2.628386,1.851
0.007803,2.62793,1.874
0.017557,2.627838,1.898
0.013005,2.62793,1.921
0.005202,2.627291,1.944
0.007803,2.628568,1.967
0.014956,2.628021,1.99
0.009104,2.62866,2.013
0.008453,2.628568,2.035
0.011055,2.627382,2.059
0.007803,2.628751,2.082
0.020158,2.627565,2.106
0.014956,2.627108,2.129
0.006503,2.627473,2.153
0.008453,2.62939,2.176
