0.019508,2.628751,7.86
0.013005,2.627656,7.883
0.003251,2.627382,7.907
0.009754,2.627382,7.93
0.016257,2.628477,7.96
0.003251,2.628386,7.982
0.001951,2.628112,8.004
0.019508,2.628295,8.028
0.020158,2.627291,8.051
0.011055,2.627747,8.075
0.010404,2.627656,8.098
0.005202,2.628112,8.122
0.02536,2.627291,8.144
0.011055,2.628203,8.167
0.007803,2.628477,8.19
0.022109,2.628477,8.211
0.00065,2.62866,8.233
0.018858,2.627473,8.255
0.012355,2.628112,8.279
0.013005,2.628295,8.302
-0.003251,2.627473,8.325
0.010404,2.628112,8.347
0.009754,2.627473,8.371
-0.001951,2.628112,8.393
0.010404,2.627656,8.416
0.003251,2.628021,8.438
0.003902,2.62866,8.46
0.022759,2.628295,8.482
0.014956,2.628295,8.503
0.017557,2.628203,8.526
0.019508,2.628295,8.549
0.010404,2.628751,8.572
0.014956,2.628477,8.594
0.012355,2.628477,8.618
0.008453,2.627565,8.641
0.014956,2.627565,8.664
0.014306,2.627656,8.687
0.013656,2.628568,8.709
0.015606,2.627473,8.731
0.014306,2.627656,8.753
0.010404,2.627656,8.777
0.011705,2.627291,8.8
0.014956,2.627838,8.823
0.013005,2.627838,8.846
0.015606,2.628751,8.869
0.007803,2.629025,8.891
0.014956,2.629116,8.914
0.008453,2.62793,8.936
0.015606,2.627656,8.959
0.005852,2.628203,8.981
0.007803,2.628477,9.003
0.016907,2.627473,9.027
0.020158,2.627382,9.049
0.014306,2.627291,9.072
0.015606,2.627382,9.095
0.00065,2.627838,9.118
0.011055,2.627108,9.14
0.014306,2.628842,9.162
0.014306,2.628021,9.185
0.003902,2.62793,9.208
0.016257,2.628112,9.23
0.018858,2.628112,9.252
0.013656,2.628295,9.274
0.014956,2.628477,9.296
0.017557,2.627565,9.319
0.011055,2.628386,9.341
0.007803,2.627656,9.365
0.011705,2.627656,9.387
0.011705,2.628568,9.411
0.014306,2.628568,9.434
0.014306,2.62939,9.456
0.012355,2.628386,9.479
0.016257,2.628933,9.502
0.011705,2.629116,9.526
0.009104,2.628751,9.549
0.013656,2.628112,9.573
0.013656,2.628112,9.595
0.012355,2.6272,9.619
0.014956,2.628386,9.641
0.013656,2.62866,9.663
0.009754,2.628386,9.686
0.014956,2.629116,9.708
0.016907,2.628933,9.73
0.015606,2.628933,9.752
0.013656,2.628386,9.776
0.016257,2.627656,9.799
0.013005,2.629298,9.822
0.007803,2.629298,9.845
0.014306,2.628933,9.869
0.012355,2.629481,9.891
0.011705,2.628386,9.914
0.015606,2.628203,9.937
0.010404,2.629025,9.959
0.014956,2.628386,9.981
0.014956,2.62866,10.003
0.008453,2.629025,10.027
0.011055,2.627747,10.05
0.013656,2.628568,10.074
0.015606,2.629481,10.096
0.013005,2.62939,10.119
0.011705,2.629025,10.142
0.014306,2.629572,10.164
0.012355,2.62793,10.187
0.013656,2.62866,10.21
0.013656,2.628295,10.232
0.009754,2.629207,10.253
0.012355,2.628386,10.277
0.013656,2.628751,10.3
0.009754,2.628751,10.323
0.005852,2.629207,10.346
0.014956,2.628751,10.369
0.002601,2.627473,10.391
0.016257,2.629025,10.414
0.013005,2.629025,10.436
0.005852,2.628477,10.458
0.003902,2.628751,10.481
0.005202,2.628751,10.503
0.020809,2.628842,10.527
0.013005,2.628842,10.549
0.011705,2.629207,10.572
0.015606,2.628112,10.595
0.014306,2.62939,10.619
0.011705,2.629846,10.642
0.015606,2.628477,10.665
0.016907,2.62866,10.688
0.010404,2.629481,10.711
0.014956,2.628568,10.735
0.019508,2.629481,10.758
0.015606,2.629481,10.781
0.011055,2.628933,10.804
0.016907,2.629481,10.828
0.012355,2.629937,10.851
0.018208,2.628842,10.873
0.004552,2.629663,10.895
0.012355,2.630028,10.918
0.016257,2.629481,10.941
0.008453,2.630211,10.963
0.016907,2.630667,10.986
0.020158,2.629663,11.009
0.007803,2.629298,11.033
0.009754,2.630028,11.056
0.013656,2.629572,11.08
0.016907,2.629663,11.102
0.009754,2.629481,11.124
0.014306,2.631215,11.147
